id,timestamp,mean,sum,median,std,var,min,max,date,label
condition_1,2003-05-08 00:00:00,8.0,480,0.0,42.22578535862349,1783.0169491525419,0.0,296.0,2003-05-08,1
condition_1,2003-05-08 01:00:00,4.083333333333333,245,0.0,20.49579673044742,420.0776836158192,0.0,154.0,2003-05-08,1
condition_1,2003-05-08 02:00:00,7.066666666666666,424,0.0,36.39280365940622,1324.4361581920905,0.0,268.0,2003-05-08,1
condition_1,2003-05-08 03:00:00,4.033333333333333,242,0.0,20.15866442531422,406.3717514124292,0.0,120.0,2003-05-08,1
condition_1,2003-05-08 04:00:00,12.216666666666667,733,0.0,30.018690034917064,901.121751412429,0.0,116.0,2003-05-08,1
condition_1,2003-05-08 05:00:00,0.9666666666666667,58,0.0,4.337329752109134,18.812429378531075,0.0,26.0,2003-05-08,1
condition_1,2003-05-08 06:00:00,10.0,600,0.0,31.3011615098291,979.7627118644067,0.0,148.0,2003-05-08,1
condition_1,2003-05-08 07:00:00,13.7,822,0.0,32.44829002310798,1052.8915254237288,0.0,143.0,2003-05-08,1
condition_1,2003-05-08 08:00:00,146.73333333333332,8804,20.5,222.63787323559762,49567.62259887004,0.0,1111.0,2003-05-08,1
condition_1,2003-05-08 09:00:00,111.45,6687,36.0,187.67050326732266,35220.217796610166,0.0,1076.0,2003-05-08,1
condition_1,2003-05-08 10:00:00,395.65,23739,281.5,332.7643246544194,110732.09576271185,34.0,1954.0,2003-05-08,1
condition_1,2003-05-08 11:00:00,351.95,21117,317.0,164.75399483338586,27143.878813559335,49.0,890.0,2003-05-08,1
condition_1,2003-05-08 12:00:00,247.33333333333334,14840,235.0,143.11020604221883,20480.531073446327,17.0,783.0,2003-05-08,1
condition_1,2003-05-08 13:00:00,348.03333333333336,20882,235.0,321.5126307805222,103370.3717514124,5.0,1725.0,2003-05-08,1
condition_1,2003-05-08 14:00:00,279.8833333333333,16793,255.0,281.4266976642267,79200.98615819206,0.0,1042.0,2003-05-08,1
condition_1,2003-05-08 15:00:00,75.91666666666667,4555,0.0,173.58427754963688,30131.501412429374,0.0,626.0,2003-05-08,1
condition_1,2003-05-08 16:00:00,368.1666666666667,22090,322.5,248.38332640529268,61694.27683615817,0.0,890.0,2003-05-08,1
condition_1,2003-05-08 17:00:00,394.6333333333333,23678,301.0,244.29621965526425,59680.64293785312,98.0,1010.0,2003-05-08,1
condition_1,2003-05-08 18:00:00,307.8,18468,277.0,190.83143684449792,36416.63728813559,14.0,759.0,2003-05-08,1
condition_1,2003-05-08 19:00:00,263.56666666666666,15814,254.5,213.5906402020484,45620.9615819209,0.0,862.0,2003-05-08,1
condition_1,2003-05-08 20:00:00,164.31666666666666,9859,32.0,253.74179400051315,64384.898022598856,0.0,919.0,2003-05-08,1
condition_1,2003-05-08 21:00:00,120.05,7203,58.0,148.56687417353476,22072.116101694908,0.0,689.0,2003-05-08,1
condition_1,2003-05-08 22:00:00,46.516666666666666,2791,11.0,76.8611981776939,5907.6437853107345,0.0,411.0,2003-05-08,1
condition_1,2003-05-08 23:00:00,67.86666666666666,4072,14.5,119.10022366408955,14184.863276836157,0.0,485.0,2003-05-08,1
condition_1,2003-05-09 00:00:00,69.7,4182,19.0,134.91005164144852,18200.72203389831,0.0,809.0,2003-05-09,1
condition_1,2003-05-09 01:00:00,22.25,1335,0.0,76.58265170632889,5864.902542372879,0.0,425.0,2003-05-09,1
